uid,body,title,uri,newspaper_uid,host,n_tokens_title,n_tokens_body
1867134b7af8f5ff464cc82a4488b99c,"El corporativismo en los sindicatos terminará cuando los trabajadores puedan elegir a sus líderes de manera libre y sin presiones. Se requieren “cambios de raíz” mediante los cuales se garanticen mecanismos para ejercer la democracia en el interior de estas organizaciones, dijo Luisa María Alcalde Luján, titular de la Secretaría del Trabajo y Previsión Social (STPS).Al participar en un foro sobre política laboral, organizado por EL UNIVERSAL, Alcalde Luján aseguró que son los empleados quienes decidirán acabar con esta práctica, que ha permeado en los sindicatos a lo largo de la historia del país. Enfatizó que al gobierno no le toca “ni quitar ni poner líderes”, sino que son los agremiados quienes deben tener la posibilidad de separar de su cargo a sus dirigentes, de votar por la persona que mejor los represente.“Eso se va a erradicar [el corporativismo] en tanto la propia gente pueda decidir. Eso se genera cuando lo que hay son presiones externas, pero si la gente puede decidir de manera libre y nosotros nos dedicamos a garantizar que eso suceda, no nada más es que en la ley diga que ahora hay voto libre y secreto, sino que nosotros vayamos acompañando todos los procesos previos a esa votación y, posterior a esos sufragios, [garantizar que] sean democráticos”, subrayó.Ante colaboradores y directivos de El Gran Diario de México, la titular de la STPS resaltó que la meta para este gobierno es que todos los trabajadores participen en las decisiones de sus gremios de manera libre, como ocurre en las elecciones para cargos públicos, con un padrón confiable, y no “a mano alzada”, de la forma en que se dan actualmente, a fin de evitar presiones.“Esa es la democracia y eso es lo que nosotros planteamos para el mundo del trabajo. No pedimos ni más ni menos de lo que sucede o que debería suceder en términos electorales o en otros espacios”, indicó. Afirmó que aunque haya “resistencias” del sector obrero o empresas, “el cambio va”, puesto que ya se aprobó la reforma en materia de justicia laboral, se ratificó el Convenio 98 de la Organización Internacional del Trabajo (OIT) —sobre la libertad sindical—, además de que la democracia en los gremios es un requisito en el Tratado de Libre Comercio de América del Norte.“Los diferentes sectores, les guste o no, saben que viene este cambio y me parece que hay disposición de decir: ‘Bueno, ya pues, ahora sí que aunque patalee’, porque ya está en la Constitución, porque es parte del propio tratado de libre comercio [T-MEC]. Algunos que dicen: ‘Bueno, la Constitución me da igual’. Creo que hay mucha conciencia de que esto ya va a suceder”, refirió.En el salón Palavicini, Alcalde Luján destacó que uno de los objetivos de su administración al frente de la STPS es rescatar la negociación colectiva, la cual, consideró, es responsabilidad de todos los actores del sector laboral.“El gobierno federal, lejos de imponerse y de tomar partido, lo que tiene que hacer es coadyuvar a que esa solución de conflictos sea responsable, sea abierta y clara”, afirmó.Enfatizó la importancia de mejorar los canales de las negociaciones, puesto que “es obvio que hay un distanciamiento entre los líderes sindicales y sus trabajadores, debe haber un acercamiento mayor entre los empleadores con sus trabajadores. Siempre va a haber quien llene los vacíos, el problema es que existen y no hay esta cercanía con los trabajadores, lo que hace que se descarrile una posible negociación porque no se sienten representados”.Las huelgasHernán Gómez Bruera, columnista de esta casa editorial, comentó que la libertad sindical es uno de los grandes pendientes de nuestro país: “Teníamos democracia política, pero no sindical, alguien de la izquierda lo viene planteando desde los años 70 y la verdad es que hemos avanzado poquísimo”.Cuestionó a la titular de la STPS si la democracia sindical no generará “una andanada de huelgas inmensa que al final de cuentas pueda generar una crisis de gobernabilidad.Alcalde Luján descartó “el caos” derivado de la libertad gremial: “Esa tesis no la compartimos, creemos, claro, que ha habido un rezago histórico en procesos conciliatorios, sí, en negociaciones colectivas, sí. Tenemos que mejorar todos los actores en relación a cuáles son los procesos de negociación a los que nos vamos a enfrentar con este nuevo esquema de libertad y democracia”.Comentó que en el conflicto de Matamoros, Tamaulipas, en el que 45 maquiladoras se fueron a huelga, debe haber “un ajuste de muchas cosas”, una de ellas es el papel del gobierno en los problemas laborales, en el que no interfiera y sean los obreros quienes hagan las negociaciones; sin embargo, advirtió que debe haber responsabilidad de los involucrados.“No quiere decir que se valga que haya paros ilegales, pero sí es un procedimiento a través del cual hay una herramienta de negociación. Sí creemos de todas maneras que se requiere de más acercamiento de los propios trabajadores, porque tampoco es sano que sea con irresponsabilidad de repente como se generen chispazos”, señaló.Alfredo Domínguez Marrufo, subsecretario del Trabajo de la STPS, aseveró que aunque los incrementos salariales puedan generar conflictos en la revisión de los contratos, la Secretaría del Trabajo debe intervenir al facilitar las negociaciones entre empleados y patrones.“Estas 45 empresas con esta vinculación de sus tabuladores salariales al incremento del salario mínimo, pues evidentemente que presionaron mucho el convenio, pero nuestros negociadores ahí estuvieron, la empresa estuvo ofreciendo 7% y los del sindicato exigían 10%. Quedaron a 7 y 10% y de bono ofrecían 4 mil pesos de bono y se pedían 7 mil pesos”, recordó.Los cacicazgosSalvador García Soto, columnista de EL UNIVERSAL, indicó que aunque hay convenios internacionales firmados por México en el tema de la libertad sindical, aún hay “mucha reticencia” de parte de varios actores del mundo laboral.“Hay muchos intereses, hay cacicazgos que están conquistados en este mundo laboral, en el mundo sindical, sobre todo, muchos de ellos tienen que ver incluso con los gremios del gobierno. Tienen muchos años, yo conozco disidentes en el sindicato petrolero que por años nadie los ha escuchado y nadie los ha apoyado”, apuntó.Mario Maldonado, colaborador de esta casa editorial, consideró que mientras no haya justicia laboral, los líderes gremiales que han permanecido en su cargo por muchos años continuarán; “en tanto, no haya justicia laboral, que es parte de una bandera que tiene el nuevo gobierno con respecto a estos líderes sindicales, que todos conocen y que por décadas y décadas se han mantenido en sus cargos en los sindicatos de forma antidemocrática, sin libertad gremial”, precisó.Jóvenes Construyendo el FuturoHoracio Duarte Olivares, subsecretario del Empleo de la STPS, resaltó que a un mes de que arrancó el programa Jóvenes Construyendo el Futuro, 2 millones de personas de ese sector han manifestado su inquietud para participar en el programa; mientras que desde el 14 de enero a la fecha 49 mil jóvenes han sido vinculados en empresas para iniciar su capacitación, por lo que para este año se espera atender a un millón 400 mil jóvenes.Explicó que la prioridad del programa es atender a 600 mil jóvenes que habitan en municipios indígenas y alta marginación, así como a 500 mil provenientes de localidades con elevados índices de violencia.“Nuestro reto mayor es que las empresas nos oferten las vacantes, ahí hemos desarrollado una actividad muy cercana con las cámaras, con los sectores empresariales, nos está funcionando mejor que el acercamiento con las cámaras sectoriales o por industria, porque además de eso nos va a permitir que la certificación para los jóvenes sea del sector, no una constancia de capacitación en una compañía, sino una certificación sectorial”, detalló.Irene Tello, directora ejecutiva de Impunidad Cero y colaboradora de EL UNIVERSAL, expresó su preocupación sobre que este programa atienda a la población vulnerable, a los jóvenes con discapacidad, y no sean los beneficiarios aquellos que cuentan con estudios universitarios.“Hay 7 millones de personas con discapacidad en el país, casi 80% de esta población está desempleada, muchas veces es más por un estigma o prejuicio que porque no posean las habilidades para desarrollar su trabajo. Este programa tiene muy buenas ideas, pero al final ya para que acceder a la gente que realmente necesita es todo un problema, tanto para la gente de bajos recursos que puede estar en zonas donde hay más criminalidad”, apuntó.",El cambio en materia laboral está en marcha: Luisa María Alcalde,http://www.eluniversal.com.mx/nacion/sindicatos-se-deben-democratizar-luisa-maria-alcalde,eluniversal,www.eluniversal.com.mx,7,627
987e43861f3ff3e7de0e6f817e9dd8f1,"El delito de violación fue otro de los delitos que durante la administración pasada también se “maquilló” con el objetivo de mostrar una disminución en este rubro y asegurar a la ciudadanía que las autoridades “hacían su trabajo”; cifras de la actual gestión de la Procuraría capitalina revelaron que en promedio, mensualmente, se integraban 50 carpetas de investigación cuando en realidad se registraban más de 100.La procuradora Ernestina Godoy detalló que este actuar afectó significativamente la credibilidad de la corporación pues las mujeres no se acercaban a denunciar por desconfianza y la falta de resultados reales.En la presente administración, observaron una disminución del 25 por ciento de las violaciones en enero de 2019, comparado con el mismo periodo de 2018, aún así, la cifra sigue siendo muy elevada.En 2018, reveló la Procuradora, la Fiscalía Central de Investigación para la Atención de Delitos Sexuales registró mil 349 violaciones, en tanto que la cifra reportada oficialmente fue de 682, lo que significó un subregistro del 49 por ciento en la Dirección General de Política y Estadística Criminal, es decir, una diferencia de 667 carpetas de investigación.De tal forma que el promedio mensual de los registros oficiales de la anterior administración respecto a este delito fue de 57, en tanto que el promedio mensual de los registros de la fiscalía fue de 112.Ernestina Godoy puntualizó que del 1 de enero de 2018 al 31 de enero de 2019, se registraron 776 denuncias por el delito de violación y las alcaldías con mayor número de carpetas de investigación iniciados fueron: Cuauhtémoc con el 18.69 por ciento; Iztapalapa con el 17.01 por ciento; Gustavo A. Madero con el 10.82 y Coyoacán con el 9.02 por ciento. ",Gobierno anterior también “maquillaba” cifras de violaciones,http://www.eluniversal.com.mx/metropoli/cdmx/gobierno-anterior-tambien-maquillaba-cifras-de-violaciones,eluniversal,www.eluniversal.com.mx,5,120
9a69e367696e49ddae9cf08d87f23bbd,"El cantante Luis Miguel y su corista Mollie Gould fueron captados en una cena romántica antes de iniciar su serie de conciertos por Buenos Aires, Argentina. El intérprete de Culpable o No tiene la costumbre de cenar en una parrilla de Puerto Madero al visitar la ciudad de Buenos Aires y decidió compartir esta tradición con su novia de nacionalidad estadounidense. Para la cita, Luis Miguel Gallego Basteri lució un impecable traje azul oscuro que contrastó con su camisa celeste y su piel bronceada. Por su parte, Mollie Gould, de 19 años de edad, utilizó un minivestido negro con transparencias en las mangas y unos pendientes de diamantes. Foto: Grosby Group El Sol y la joven modelo salieron del lugar escoltados por un guardaespaldas, pues una gran cantidad de fanáticos y paparazzis ya los esperaban. Lee tambiénLady Gaga delinea su silueta con vestido de transparencias La cantante habló sobre los rumores que la relacionan en un ""romance"" con Bradley Cooper  El cantante mexicano de 48 años mantiene su relación bajo reserva, como ha acostumbrado a lo largo de su vida, pero en redes sociales Mollie ha compartido pequeños detalles de su amor y aprecio por Luis Miguel, especialmente cuando ganó dos premios Latin Grammy.     Ver esta publicación en Instagram         So excited for another show tonight!!!!  #santiagochile #travel #touring #ontour #dancer #model #artistUna publicación compartida de  Mollie Hannah Gould (@foreveramollie) el 20 Feb, 2019 a las 3:17 PST Luis Miguel regresó a los escenarios de Argentina luego varios años sin presentaciones y en su primera presentación en Córdoba maravilló a los fanáticos con su gira ¡México por Siempre!  Los conciertos seguirán este 1 y 2 de marzo en Buenos Aires y luego se trasladará a Paraguay, Perú, Ecuador y Colombia para deleitar a los latinoamericanos con sus mejores éxitos. Mira en la galería de la parte superior la lista de las novias que ha tenido el cantante en Estados Unidos. Checa aquí más información y fotos sobre otras famosasJennifer Lawrence cautiva con minivestido de impacto en París Jennifer Lopez presume blusa traslúcida en West Hollywood Las hermanas Kardashian-Jenner 'paralizan' Instagram con transparenciasKaty Perry delinea su silueta con brillante vestido dorado​10 datos sorprendentes sobre el diamante que usó Lady Gaga en los ÓscarParis Hilton estiliza su figura en vestido plateadoJennifer Lopez y Kendall Jenner impactan en la fiesta de Vanity FairNo te pierdasEmily Ratajkowski conquista con nueva colección de trajes de bañoLa modelo lució los nuevos estilos de Inamorata Swim en una sexy sesión de fotos  • ¿Ya conoces nuestro canal de YouTube? ¡Suscríbete!",luis miguel y su corista presumen su amor,http://www.viveusa.mx/showbiz/luis-miguel-y-su-corista-presumen-su-amor,eluniversal,www.viveusa.mx,5,241
a825a84b600ab8bf3eae27ca5650441f,"ARIES (21 marzo - 20 abril). Tu impulso hacia el goce más íntimo será bien recibido en el día de hoy. Encontrarás la complicidad de tu pareja para tus anhelos, y si estás libre de compromiso puedes iniciar una relación algo superficial pero muy satisfactoria.  TAURO (21 abril - 20 mayo).Llegó el momento de abrirse al amor y tomar conciencia de que debe cuidarse, mimarse y renovarse cada día. Concentra tu atención en tu pareja, y procura aliviarla de sus preocupaciones con distracciones que os gusten a los dos.  GÉMINIS (21 mayo - 21 junio). Puede que hayas vivido una mala racha, pero ahora comenzarás a contar con muy buenas posibilidades en diferentes terrenos de tu vida. En principio, el trabajo empezará a marchar y estás en un buen momento para mejorar los ingresos. CÁNCER (22 junio - 22 julio).Dificultades para adaptarse a las diferencias sociales o de cultura, especialmente si te encuentras de viaje fuera de tu país. Si estás en casa, una reunión o una cita puede verse truncada por kilómetros de separación mental entre los asistentes. LEO (23 julio-22 agosto). En el amor tienes posibilidad de comenzar hoy contactos en busca de tu pareja ideal. Si ya crees que la tienes a tu lado, es probable que profundices en la relación de tal manera que tu grado de compromiso suba varios peldaños de golpe.  VIRGO (23 agosto - 21 septiembre). Llegará a tu conocimiento una información muy sensible de alguien cercano en tu trabajo, pero tendrás que guardar el secreto, porque no eres de la clase de personas a las que les gusta el cotilleo, sobre todo si puedes hacer el mal.  LIBRA (22 septiembre – 22 octubre).  Las compras y las tareas de hogar te van a ocupar gran parte del día. Aunque no te guste nada hacer de ama de casa, sabes que el algo totalmente necesario, y no deberías ponerte de mal humor, sobre todo si tienes invitados hoy. Disfrutarás mucho finalmente.   ESCORPIO (23 octubre - 21 noviembre).Te convendrá hoy dar un paso adelante, dar una opinión clara sobre una cuestión que te atañe directamente en tu entorno de vida habitual y que no podrás esquivar.  Es hora de enfrentarte a tus problemas y a quienes los causan.  SAGITARIO (22 noviembre – 22 diciembre).Te adaptarás como pez en el agua a situaciones o reuniones laborales que no te apetecen en lo más mínimo, pero importantes en tu contexto laboral. Sacarás a relucir tu capacidad de análisis improvisación y te será valorado en un futuro inmediato.  CAPRICORNIO (23 diciembre – 21 enero).El nerviosismo te puede impedir disfrutar intensamente de la vida y vivirla hasta el último segundo. La preocupación constante, las dudas permanentes y los ataques de estrés pueden estropear una jornada que promete ser alegre y placentera. ACUARIO (22 enero – 21 febrero).No intentes solucionar tus problemas de pareja de la noche a la mañana. Si has metido la pata recientemente, tendrás que ir poco a poco, probando con mucho cuidado tus estrategias para no echarlo todo de nuevo a perder.  PISCIS (22 febrero – 20 marzo).La felicidad de los tuyos te ayudará a sobrellevar un día un tanto gris y deprimente, recordando los buenos momentos que habéis vivido juntos últimamente y deseando que se repitan cuanto antes.cg",Tu horóscopo. Te adaptarás como pez en el agua,http://www.eluniversal.com.mx/espectaculos/farandula/tu-horoscopo-te-adaptaras-como-pez-en-el-agua,eluniversal,www.eluniversal.com.mx,4,272
8403145961b62cf07f05a6acdaf13e5b,"Seguramente has escuchado a más de una persona decir que las famosas “perrillas”, como popularmente son conocidos los orzuelos, aparecen después de observar a un perro defecar. Esta lesión, sin embargo, es producida por la acumulación excesiva de grasa en los ojos.Elvia Castellanos Bala, cirujana oftalmóloga por el Instituto de Oftalmología  Fundación Conde de Valencia en la Ciudad de México, define al orzuelo como una lesión en el borde del párpado, causada, entre otros factores, por la disfunción de las glándulas sebáceas.La especialista indica que además del dolor, característica más representativa en esta lesión, los síntomas del orzuelo son inflamación, aumento de la temperatura local y enrojecimiento del párpado, tanto en su parte interna como externa.Explica que estas lesiones desaparecen entre tres a cinco días, una vez que el paciente haya sido sometido a tratamiento.Este consiste en la aplicación de antibióticos tópicos y orales, compresas húmedas y tibias, y, posteriormente, frías. “Provocan que los vasos sanguíneos se dilaten, que haya más flujo sanguíneo en esa zona y pueda reventarse más rápido”.Para evitar su aparición, Castellanos recomienda tener un adecuado aseo de pestañas, usando un jabón dermolimpiador. En el caso de las mujeres, aconseja, limpiar el maquillaje colocado en esa zona y, posteriormente, lavar con el jabón.Los remedios caseros y la automedicación agravan el problema, por lo que también recomendó evitar estas alternativas y acudir al médico frente a cualquiera de los síntomas antes descritos.  ",por que salen las perrillas,http://www.elbotiquin.mx/medicina-general/por-que-salen-las-perrillas,eluniversal,www.elbotiquin.mx,2,120
11bcc114fb8e4f207f502bf3cb0a9240,"Los cuartos de final (ha disputarse durante la jornada de hoy), femeniles y varoniles, presentan a jugadores que nunca han levantado el título en Acapulco.  La actividad en la cancha principal se inaugura con el duelo entre Mckenzie McDonald ante Cameron Norris, seguido del choque entre uno de los favoritos a llevarse el Guaje de Plata, Alexander Zverev, en contra del australiano Alex de Minaur.Nunca un australiano se ha coronado en Acapulco, Bernard Tomic se quedó a un partido en 2016 y ahora hay tres representantes de esta nación en la disputa. A de Minaur se le sumó Nick Kyrgios, quien eliminó a Nadal e intentará hacer lo propio con Stan Wawrinka esta noche. Y John Millman, quien después de superar a Peter Gojowczyk, jugará con John Isner por el último boleto a semifinales.Sofia Kenin ante Viktoria Azarenka, además del duelo entre Donna Vekic y Johanna Konta, destacan en los enfrentamientos femeniles de hoy.En dobles, el mexicano Santiago González, junto a Aisam-Ul-Haq, buscarán el pase a la ante sala de la final cuando enfrenten a la dupla española Feliciano López-Marc López. VideoRafael Nadal cae ante Nicholas Kyrgios en el AMTUniversal DeportesEl tenista habló en conferencia de prensa tras su eliminación en la segunda ronda del torneo ",El Abierto Mexicano de Tenis tendrá campeones inéditos,http://www.eluniversal.com.mx/universal-deportes/mas-deportes/el-abierto-mexicano-de-tenis-tendra-campeones-ineditos,eluniversal,www.eluniversal.com.mx,5,109
f92378845d3dcccfb9986cb356785ab8,"En octubre de 2017, el fundador de la Unión Tepito, Francisco Javier Hernández Gómez, fue seguido desde su casa en Lindavista y ejecutado en el estacionamiento de un centro comercial por sujetos que viajaban en moto.Un año más tarde, los sicarios disfrazados de mariachi que acribillaron a once personas una noche de viernes en la Plaza Garibaldi, escaparon en moto.El abogado del Z-40, asesinado en Coyacán; el lugarteniente del Mini Lic, acribillado en Narvarte; la joven Melissa “N” (asesina de una adolescente que apareció enmaletada), ultimada de cinco tiros en Tlatelolco; el ex alcalde de Penjamillo, al que mataron en calles de la colonia Roma. En todos esos casos, los asesinos también escaparon en moto.Porque en la ciudad de México, la muerte y el crimen se desplazan así. A bordo de una moto.En diciembre de 2017, la Secretaría de Seguridad Pública admitió que el uso de motos por parte de delincuencia se había convertido en un problema. Los casos iban en aumento. Una zambullida en la prensa arroja lo evidente: en los delitos de mayor incidencia, el robo a transeúnte, el robo negocio, el robo a cuentahabiente y el robo de automóvil, está presente siempre una motocicleta.Uno de los sicarios de la Unión Tepito detenido en fechas recientes tenía precisamente la misión de robar motos que luego servirían al grupo para llevar a cabo actividades delictivas.Una de esas notas que es posible hallar en la prensa refiere que tan solo entre 2010 y 2016 se reportó la detención de 11,415 personas que habían cometido delitos a bordo de una moto —la mayor parte de ellos con violencia.Según las autoridades, la motocicleta se ha convertido en el vehículo de escape por excelencia en zonas urbanas con altos niveles de tránsito vehicular.Sin embargo, los protocolos de reacción de las corporaciones policiacas, no han logrado que la motocicleta deje de ser el vehículo del crimen. En el caso de los asesinados en Garibaldi —como en tantos otros—, las cámaras de vigilancia de la ciudad no fueron capaces de determinar en qué sitio fueron escondidas las unidades que habían empleado los sicarios. La existencia de filtros que llevan a cabo la revisión de motocicletas, no ha logrado contener su empleo por parte de los criminales.El martes pasado el diputado Guillermo Lerdo de Tejada presentó en el Congreso una iniciativa que busca reformar y adicionar la Ley de Movilidad para regular el uso de motocicletas.El punto más relevante de la iniciativa solicita modificar el artículo 64 de la Ley, para exigir que los conductores porten, adheridas a la parte frontal o lateral de sus cascos, “las letras y números completos de la matrícula de identificación de sus unidades”.De acuerdo con el documento, que aclara que no intenta criminalizar a los motociclistas, sino generar entornos de mayor seguridad, “lo anterior también será obligatorio, de ser el caso, para sus acompañantes”.El documento propone también que las motos se visibilicen en todo momento, circulando con las luces traseras y delanteras encendidas.Según Lerdo de Tejada, regulaciones de este tipo dieron resultados en Colombia, donde los motociclistas llegaron a convertirse en los jinetes del Apocalipsis del crimen organizado, mediante la imposición de normas tan simples como la de “transitar solo a la derecha de las vías, a una distancia no mayor de un metro de la acera u orilla”.El día del ayer, el Secretario de Seguridad Ciudadana, Jesús Orta Martínez, admitió que en la ciudad de México operan al menos 12 grupos criminales: admitió que en los primeros tres meses de la presente administración se ha incrementado la incidencia delictiva.Tal vez sea un buen momento para pensar cómo arrebatarle al crimen su vehículo de ejecución y escape. @hdemauleon[email protected]",La muerte y el crimen se desplazan en moto,https://www.eluniversal.com.mx/columna/hector-de-mauleon/nacion/la-muerte-y-el-crimen-se-desplazan-en-moto,eluniversal,www.eluniversal.com.mx,4,302
2c13f53bad9d2b193245912d75b2f757," 0 % PULSO SOCIAL0 Los Golden Raspberry, mejor conocidos como los premios Razzie, se han convertido en todo un referente sobre lo peor del cine. Creados en 1981, como una versión de los Óscars para señalar los fracasos del séptimo arte, estos reconocimientos son mucho más que una parodia.Además de las categorías clásicas, como Peor Película o Peor Actor, también podemos encontrar categorías temporales como “trailers llenos de spoilers”. A diferencia de otros jurados cinematográficos, cualquiera que pague la membresía por formar parte de los Razzies tiene derecho a votar.Te puede interesar: Los nominados a los Razzies 2019 revelan lo peor del cineQuizá es por ello que a lo largo de los años encontramos excelentes películas que fueron nominadas en esta ceremonia. No sabemos si fue un error, o solo una mala decisión del público, pero estas 5 excelentes cintas fueron nominadas a lo peor del cine.1. The Shining (El resplandor) (1980)",5 peliculas de culto que fueron nominadas lo peor del cine,http://de10.com.mx/top-10/5-peliculas-de-culto-que-fueron-nominadas-lo-peor-del-cine,eluniversal,de10.com.mx,5,71
634500f7ae661a9966d39c51b6506bab,"CUERNAVACA, Mor.- El Fiscal General del Estado, Uriel Carmona Gándara, informó que siguen seis líneas de investigación para esclarecer el asesinato del líder opositor a la termoeléctrica, Samir Flores Soberanes, las cuales consideran la participación del crimen organizado, grupos que apoyan la operación del  Centro del Ciclo Combinado de la CFE y el posible involucramiento de políticos de todos niveles.Otras líneas que se investigan son la condición de Samir Flores como comunicador al frente de la radio comunitaria de su pueblo, así como un conflicto laboral con el ayuntamiento de Temoac, al cual pertenece su comunidad, y su activismo para tomar el control de una escuela primaria en esa zona.Carmona Gándara afirmó que de acuerdo con las investigaciones los homicidas fueron entre tres y cuatro y viajaban en un auto compacto. El crimen ocurrió la madrugada del miércoles de la semana pasada, tres días antes de la consulta ciudadana para saber si era viable o no poner en operación la termoeléctrica de Huexca, Morelos.Las indagatorias de la Policía de Investigación Criminal arrojan que dos de los sicarios llegaron en la madrugada al hogar de Samir, donde era acompañado por su familia y sus hijos. Una voz llamó a la puerta y salió la mamá de Samir. Uno de los pistoleros le dijo que buscaban a Samir para colocar un anuncio en su programa de radio por lo que la madre de la víctima entró para llamar a su hijo.Las investigaciones aportan que Samir salió de su casa y acompañó a los hombres hasta el callejón y después se escucharon cuatro detonaciones de arma de fuego. El Fiscal afirmó que los pistoleros dispararon a quemarropa y le produjeron dos heridas en la cabeza a Samir Flores. En el sitio se levantaron cuatro casquillos percutidos calibre .38 y 45.Tras el asesinato los autores materiales huyeron rumbo a la carretera que conduce al municipio de Jonacatepec, justo donde se encuentra el hospital al que fue llevado Samir para ser atendido pero después fue declarado clínicamente muerto.En conferencia de prensa en Palacio de Gobierno, el Comisionado de Seguridad Pública, Vicealmirante José Antonio Ortiz Guarneros, sostuvo que la cartulina que dejaron los homicidas sí existe pero fue ocultada por la familia de Samir Flores para que no se hiciera burla del crimen.El Fiscal sostuvo que la cartulina fue vista por policías municipales y después fue comentado por el padre de Samir a los elementos de la Policía de Investigación Criminal.La Fiscalía divulgó esa mañana una fotografía tomada por uno de los policías municipales en el se lee un mensaje y se atribuye el homicidio al Comando Tlahuica, con supuesta influencia en la zona oriente del estado.Ayer el delegado federal en Morelos, Hugo Éric Flores Cervantes, afirmó que las investigaciones sobre el crimen de Samir Flores, exlíder del movimiento opositor a la Termoeléctrica, debían permanecer en la Fiscalía General del Estado pero exigió al titular hacer públicas todas las líneas de investigación del homicidio.Asimismo consideró que deben ser llamados a declarar todos los funcionarios públicos que en opinión del Fiscal puedan aportar datos. Flores Cervantes se incluyó y manifestó su disposición para presentarse ante el Ministerio Público. ","Siguen 6 líneas en investigación de crimen de Samir Flores, opositor a termoeléctrica",http://www.eluniversal.com.mx/estados/siguen-6-lineas-en-investigacion-de-crimen-de-samir-flores-opositor-termoelectrica,eluniversal,www.eluniversal.com.mx,8,265
10d9d604dd4fa186ad8192734bbd6aae,"El Gobierno de Estados Unidos anunció este jueves una recompensa de un millón de dólares a quien proporcione información que posibilite la detención del actual líder del grupo yihadista Al Qaeda, Hamza bin Laden, hijo del histórico terrorista Osama bin Laden.""Hoy anunciamos que se ofrecerá una recompensa de un millón de dólares a quién dé información que conduzca a la detención del actual líder de Al Qaeda, Hamza bin Laden"", anunció el secretario adjunto para Seguridad Diplomática de Estados Unidos, Michael Evanoff.En un principio, era Saad bin Laden quien estaba llamado a relevar a su padre al frente de la organización terrorista, pero su muerte en Pakistán durante un ataque con drones les obligó a nombrar como su nuevo heredero a Hamza, diez años más joven que el primogénito del terrorista saudí muerto en 2009.lsm",EU ofrece recompensa de un millón de dólares por hijo de Osama bin Laden,http://www.eluniversal.com.mx/mundo/eu-ofrece-recompensa-de-un-millon-de-dolares-por-hijo-de-osama-bin-laden,eluniversal,www.eluniversal.com.mx,9,75
